"exam_report_id","report_id","start_date_time","end_date_time","company_name","search_company_name","address","address_kind","check_school_order","event_kind","report_content","number_of_people","positions","exam_format","result_kind","action_year","course","status","is_open","user_no","created_at","updated_at"
1096,"PXXXXXXXX","2023-07-20 16:00:00","2023-07-20 17:00:00","株式会社エス・イー・シー・ハイテック","エスイーシーハイテック","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225129, イベント種別：試験_適正, 結果種別：不合格
開始日時: 2023-07-20 16:00:00, 終了日時: 2023-07-20 17:00:00
形式: オンライン, 住所種別：自宅
対応者数: 0名, 役職: なし

------
適性試験
数学、経済的質問やITに関する問題が多々出題された。
","その他","その他","その他","UNSUCCESS","2023","S","2",True,"20213086","2023-10-16","2023-10-16"
1097,"PXXXXXXXX","2023-07-19 15:00:00","2023-07-19 16:00:30","株式会社ジーン","ジーン","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225128, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-07-19 15:00:00, 終了日時: 2023-07-19 16:00:30
形式: オンライン, 住所種別：自宅
対応者数: 2名, 役職: 人事プログラマ

------
私の場合は、【Zoomは試験時間ジャストで入室】とメールでありました。メールチェックしてみてください。
予定面接時間90分 実面接時間95分
質問の流れ、(抜けてるところあるかも)
自己紹介
自己PR
志望動機
どのプラットフォームで開発したい?
新しい技術はどういったサイト、書籍を見ますか?Unityドキュメントを見ますか?
学校の演習、課題以外でプログラムはしますか?
C#とC++の経験はどのくらい?
パソコンは組んだことある?
phpはどれくらいやったことある?
Linuxは仮想でやった?
C++とC#の技術量の差はどのくらいですか?
UE5や、DirectX11、DirectX12等で少しでも動かしたことがありますか?
Tell me about the Suspectについてですが、これを作ったきっかけ等ありますか?
ChatGPTに何故興味を持ったのですか?
CityRavageにPoolManagerとありますが、Unity既存のPoolは使わなかったのですか?
IGNITEの開発ではどういった立ち位置で開発をしましたか?
2D Tile EditorもUnity既存でありますが、先程と同じ理由(既存の物に依存せず、自分で作りたかったから)で自作されたのですか?
UserSupportAIで生成したコードは、どういったレベルのコードが生成されますか?
スクリプタブルオブジェクトの情報は、metaオブジェクトなので、プロジェクト外から見た時に位置情報だったり設定が見えないと思うのですが、プロジェクト外に情報を移動させたい場合に、どういった手段をとりますか?
筆記試験のレベルはどうでしたか?
一番難しかった問題はなんですか?
数学的な解き方より物理的に解いていたのは理由があるのでしょうか?
最近プレイしたゲームはなんですか? -> Street Fightr 6
何のキャラ使っていますか?
モダンのエドモンド本田はきついですか?
ランクはどのくらいですか?
家にあるハードはなんですか?
技術的にすごいなと思ったゲームはなんですか?
逆質問
基本的には、
履歴書、提出書類
作品
筆記試験について
と言った流れです。
","その他","その他","その他","UNSUCCESS","2023","G","1",True,"20217071","2023-10-16","2023-10-16"
1100,"PXXXXXXXX","2023-07-19 11:00:20","2023-07-19 00:00:30","株式会社ヨドバシカメラ","ヨドバシカメラ","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225123, イベント種別：試験_面接, 結果種別：辞退
開始日時: 2023-07-19 11:00:20, 終了日時: 2023-07-19 00:00:30
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
単独説明会へ参加した際に記入した用紙の内容に沿って質問を受けました。
・入社後にどういった仕事をしたいか
・美容に興味を持ったのは何故か
・どういったゲームに興味があるか
","その他","その他","その他","DECLINE","2023","S","1",True,"20213028","2023-10-16","2023-10-16"
1101,"PXXXXXXXX","2023-07-27 10:00:00","2023-07-27 11:00:00","トランスコスモス株式会社","トランスコスモス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225187, イベント種別：試験_面接, 結果種別：継続（合格）
開始日時: 2023-07-27 10:00:00, 終了日時: 2023-07-27 11:00:00
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
志望理由
今の学校を選んだ理由
自分の長所と短所、それに関したエピソード
学生時代に打ち込んだこと
バイト経験
勤務形態、勤務地について
健康上留意すること
","その他","その他","その他","CONTINUE","2023","S","1",True,"20213085","2023-10-16","2023-10-16"
1102,"PXXXXXXXX","2023-07-25 10:00:00","2023-07-25 11:00:30","株式会社ドリームジャック","ドリームジャック","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225182, イベント種別：試験_適正, 結果種別：不合格
開始日時: 2023-07-25 10:00:00, 終了日時: 2023-07-25 11:00:30
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事兼エンジニア

------
GoogleMeetで諸説明
↓
専用サイトにログインして受験
2種類の試験を行うが、後者は学力的な試験ではなく性格面の試験なので割愛。
出た問題
文章を読み、内容に適した、または適していない選択肢を選ぶ問題が10問
問題によっては4つの文を読み、それぞれに適したものを選ぶ
グラフを見てそこからわかることを答える問題
などもあるので基本的な読解力を求められているイメージだった。
","その他","その他","その他","UNSUCCESS","2023","G","1",True,"20217017","2023-10-16","2023-10-16"
1105,"PXXXXXXXX","2023-07-28 14:00:00","2023-07-29 15:00:30","ゲームドゥ有限会社","ゲームドゥ","****","OTHER",True,"OTHER","****** 1件目 ******
レポートID: P20225179, イベント種別：試験_面接, 結果種別：継続（合格）
開始日時: 2023-07-28 14:00:00, 終了日時: 2023-07-29 15:00:30
形式: 来社での対面, 住所種別：札幌
対応者数: 6名、1匹, 役職: 社長副社長プログラマ4犬

------
最初に入ってまず長めのアンケートを記入する。
そのアンケートの記入が完了したらぞろぞろと来て面接開始。
〈内容〉
・自己紹介、自己PR
・志望動機
・どんな技術に興味があるか
・学校でどんなことをしてきたか
・高校時代の話
・勤務時間中たばこ吸えないけど大丈夫か
基本的にアンケートと書類選考で提出したソースコードの部分が深堀りされる。
自己PRとか志望動機とかは事前に考えれる内容だけど、それ以外は基本即興で答えるしかないので自分のやってきたこと、自身のあることを素直にアピールすれば良いと思う。下手に嘘ついて見栄はらない方が良い。かなり深堀りされてボロが出かねない。
","その他","その他","その他","CONTINUE","2023","G","1",True,"20217015","2023-10-16","2023-10-16"
1106,"PXXXXXXXX","2023-07-21 18:00:00","2023-07-21 20:00:00","株式会社アドヴァンスト・ソフト・エンジニアリング","アドヴァンストソフトエンジニアリング","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225177, イベント種別：試験_適正, 結果種別：他
開始日時: 2023-07-21 18:00:00, 終了日時: 2023-07-21 20:00:00
形式: オンライン, 住所種別：自宅
対応者数: 0名, 役職: nan

------
※簡単な性格診断(20分程度)
※適性検査(1時間程度)
 国語
・漢字(対義語、類義語、上の漢字が下の字漢字を修飾している語)
・文章問題(文章の文字を抜き出して答えるもの、ア~エから適切なものを選ぶ)
 算数
・分数、小数の計算(帯分数、通分、約分)
・計算問題(足し算、引き算、掛け算、割り算が組み合わさったもの)
・距離の計算
","その他","その他","その他","OTHER","2023","G","1",True,"20207041","2023-10-16","2023-10-16"
1107,"PXXXXXXXX","2023-07-27 15:00:00","2023-07-27 16:00:00","ポノス株式会社","ポノス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225176, イベント種別：試験_面接, 結果種別：辞退
開始日時: 2023-07-27 15:00:00, 終了日時: 2023-07-27 16:00:00
形式: オンライン、 単独, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
・企業説明
・志望動機
・なぜ今の専門学校に入学したのか
・ゲームを作ろうと思ったきっかけ
・学校のカリキュラム
・ゲーム開発で何に重点を置いているのか
・自分の性格を自他ともに説明
・自分の強み弱みと、それをどう改善したか
・今後の目標
謙虚さや、自分の意見を相手にどう伝えているかに重点を置いている。
一風変わった、とがっている人ではなく、自分の好きなことにコツコツと努力して、人の意見を尊重できる人が欲しいそうです。
","その他","その他","その他","DECLINE","2023","G","1",True,"20217060","2023-10-16","2023-10-16"
1109,"PXXXXXXXX","2023-07-24 15:00:00","2023-07-24 16:00:00","株式会社メルクスシステム","メルクスシステム","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225172, イベント種別：試験_適正, 結果種別：辞退
開始日時: 2023-07-24 15:00:00, 終了日時: 2023-07-24 16:00:00
形式: 対面, 住所種別：札幌
対応者数: 0人, 役職: なし

------
具体的なイベント内容:
SPIの能力検査を行いました。
言語分野、文章読解、非言語分野、推論、確率的思考が出題されました。
","その他","その他","その他","DECLINE","2023","S","2",True,"20213031","2023-10-16","2023-10-16"
1112,"PXXXXXXXX","2023-07-24 09:00:30","2023-07-24 10:00:30","株式会社エヌ・アイ・エス","エヌアイエス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225160, イベント種別：試験_面接, 結果種別：他
開始日時: 2023-07-24 09:00:30, 終了日時: 2023-07-24 10:00:30
形式: オンライン1名直接2名、 単独, 住所種別：HCS
対応者数: 3名, 役職: 人事マネージャー社長

------
面接官2名が対面で1名はズームでの参加。
質問内容は家族構成、東京に行ったことはあるか、休日何をしているのか、この業界に興味を持ったのは企業説明会を聞いたからか、苦手な人はどんな人か、ストレス耐性について、就活で軸にしていること、東京での生活についての不安、何でも良いので何か語れるものはあるか。
その後、此方側から企業へ質問をして終了。
","その他","その他","その他","OTHER","2023","M","1",True,"20225012","2023-10-16","2023-10-16"
1113,"PXXXXXXXX","2023-07-27 14:00:00","2023-08-08 18:00:00","株式会社レアゾン・ホールディングス","レアゾンホールディングス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225159, イベント種別：試験_面接, 結果種別：継続（合格）
開始日時: 2023-07-27 14:00:00, 終了日時: 2023-07-27 15:00:00
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: エンジニア

------
自己紹介
会社説明(20分ほど)
会社選びの軸
ゲーム業界を目指したきっかけ
今までのゲーム制作について
逆質問
ゲーム制作において1番大切にしていること
作りたいものが技術的に作れない場合どうするか
逆質問

****** 2件目 ******
レポートID: P20225246, イベント種別：試験_面接, 結果種別：内定
開始日時: 2023-08-08 17:00:00, 終了日時: 2023-08-08 18:00:00
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 開発部部長

------
自己PR
試験の難易度について
ソースコードを書くときに意識していること
チーム制作経験について
逆質問
先方からは60分の面接と連絡がありましたが、逆質問を除けば10分未満の短い面接でした
","その他","その他","その他","OFFERED","2023","G","1",True,"20217013","2023-10-16","2023-10-16"
1115,"PXXXXXXXX","2023-07-21 10:00:30","2023-07-27 15:00:00","ビジネスシステムサービス株式会社","ビジネスシステムサービス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225149, イベント種別：試験_適正, 結果種別：継続（合格）
開始日時: 2023-07-21 10:00:30, 終了日時: 2023-07-21 11:00:30
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
SPIの類似試験
一般教養(四則演算、速度算?などの文章題、漢字、四字熟語、文章題、英単語、空欄補充)

****** 2件目 ******
レポートID: P20225206, イベント種別：試験_面接, 結果種別：他
開始日時: 2023-07-27 14:00:00, 終了日時: 2023-07-27 15:00:00
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
経歴、志望動機、学校で学んでいること(得意なこと、苦手なこと)、趣味・特技について(いつから?どのくらいの期間やってるのか?)、
なぜ北海道情報専門学校を選んだのか、なぜIT業界に就職しようと思ったのか
","その他","その他","その他","OTHER","2023","G","1",True,"20217065","2023-10-16","2023-10-16"
1120,"PXXXXXXXX","2023-07-27 13:00:30","2023-07-27 15:00:30","東洋ワーク株式会社","東洋ワーク","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225139, イベント種別：試験_面接, 結果種別：他
開始日時: 2023-07-27 13:00:30, 終了日時: 2023-07-27 15:00:30
形式: 直接、 集団, 住所種別：札幌
対応者数: 3名, 役職: 人事マネージャー

------
・住所や国籍の確認・志望するコースの確認・IT系から志望した理由・専門学校で何をやったか・自動車の購入予定はあるか・一人暮らしできるか・自分の性格・休日は何をしているか・会社で何を求めるか(工場の規模感、環境など)・逆質問
","その他","その他","その他","OTHER","2023","J","1",True,"20222025","2023-10-16","2023-10-16"
1122,"PXXXXXXXX","2023-08-09 09:00:45","2023-08-09 00:00:30","株式会社テクタス","テクタス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225251, イベント種別：試験_面接, 結果種別：内定
開始日時: 2023-08-09 09:00:45, 終了日時: 2023-08-09 00:00:30
形式: 直接、, 住所種別：OTHER
対応者数: 3名, 役職: 人事とあとはわからない

------
適性検査
性格検査
面接(入りや退出などは面接だが内容は面談っぽい)
情報専門学校を選んだ理由など
","その他","その他","その他","OFFERED","2023","S","1",True,"20213068","2023-10-16","2023-10-16"
1124,"PXXXXXXXX","2023-08-08 09:00:00","2023-08-08 10:00:00","株式会社エイジェック","エイジェック","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225243, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-08-08 09:00:00, 終了日時: 2023-08-08 10:00:00
形式: 直接、 単独, 住所種別：札幌
対応者数: 1名, 役職: 人事

------
簡単なテスト(漢字の間違い探し等)の後、健康面や志望する分野の質問
","その他","その他","その他","UNSUCCESS","2023","J","1",True,"20222046","2023-10-16","2023-10-16"
1125,"PXXXXXXXX","2023-08-08 10:00:00","2023-08-08 10:00:45","日本ラッド株式会社","日本ラッド","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225235, イベント種別：試験_適正, 結果種別：不合格
開始日時: 2023-08-08 10:00:00, 終了日時: 2023-08-08 10:00:45
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
※適性試験(SPI試験)
・漢字(類義語、対義語、修飾語etcを選択)
・ことわざ(類義語や対義語)
・形の法則
・数字の法則
","その他","その他","その他","UNSUCCESS","2023","G","1",True,"20207041","2023-10-16","2023-10-16"
1126,"PXXXXXXXX","2023-08-09 10:00:00","2023-08-23 00:00:00","株式会社ベガスベガス","ベガスベガス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225232, イベント種別：試験_面接, 結果種別：継続（合格）
開始日時: 2023-08-09 10:00:00, 終了日時: 2023-08-09 10:00:45
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
・人とのつながりで大事にしていることは
・志望理由になったきっかけ
・趣味
・自己PR
・アルバイトをして身に着けた力
など

****** 2件目 ******
レポートID: P20225259, イベント種別：試験_面接, 結果種別：内定
開始日時: 2023-08-23 11:00:00, 終了日時: 2023-08-23 00:00:00
形式: オンライン, 住所種別：自宅
対応者数: 2名, 役職: 人事部長

------
・自己PR
・キャリアアップ
・就活状況
・質問タイム
.お客様に楽しんでもらえるような活動とは
A.お客さんに共感すること
.「感謝」に対しての考え
A.「感謝」=当たり前の中にある小さなことに気付ける人を求める
","その他","その他","その他","OFFERED","2023","G","1",True,"20217031","2023-10-16","2023-10-16"
1127,"PXXXXXXXX","2023-08-09 09:00:45","2023-08-09 00:00:00","株式会社テクタス","テクタス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225230, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-08-09 09:00:45, 終了日時: 2023-08-09 00:00:00
形式: オンライン直接、 単独グループ, 住所種別：札幌
対応者数: 3名, 役職: 人事マネージャー社長

------
適性試験三種を受けたのち面接20分ほど
履歴書に書いてあることについて
今後の資格勉強について
なぜ情専に入ったか
","その他","その他","その他","UNSUCCESS","2023","S","1",True,"20213072","2023-10-16","2023-10-16"
1128,"PXXXXXXXX","2023-08-01 00:00:00","2023-08-01 13:00:00","株式会社シーエーシー","シーエーシー","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225218, イベント種別：試験_適正, 結果種別：不合格
開始日時: 2023-08-01 00:00:00, 終了日時: 2023-08-01 13:00:00
形式: オンライン, 住所種別：自宅
対応者数: 0人, 役職: なし

------
形式:オンライン
具体的なイベント内容:
今回は適性検査を行いました
最初に性格診断テストを行います。量がとても多くありますが素直な気持ちで答えてください。
性格診断テストを終えると、すぐに適正検査を行います。
問題は、虫食い算や割合、図形の規則性と文章問題など、さまざまな問題が出ました。
","その他","その他","その他","UNSUCCESS","2023","S","2",True,"20213074","2023-10-16","2023-10-16"
1129,"PXXXXXXXX","2023-07-26 13:00:00","2023-08-17 14:00:00","株式会社インターリンク","インターリンク","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225212, イベント種別：試験_適正, 結果種別：継続（合格）
開始日時: 2023-07-26 13:00:00, 終了日時: 2023-07-26 14:00:00
形式: オンライン, 住所種別：自宅
対応者数: 0人, 役職: なし

------
形式:オンライン
具体的なイベント内容:
適性試験(SHL)
文字の規則性の問題
画像の規則性の問題
簡単な数学の問題

****** 2件目 ******
レポートID: P20225253, イベント種別：試験_面接, 結果種別：内定
開始日時: 2023-08-17 13:00:00, 終了日時: 2023-08-17 14:00:00
形式: オンライン直接、 単独グループ, 住所種別：自宅
対応者数: 1名, 役職: 社長

------
質問
学校で何をやっているか
これまでの就活について
何が悪かったと思うか
資格勉強について
","その他","その他","その他","OFFERED","2023","S","2",True,"20213072","2023-10-16","2023-10-16"
1132,"PXXXXXXXX","2023-07-27 10:00:00","2023-07-27 00:00:00","東洋ワーク株式会社","東洋ワーク","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225204, イベント種別：試験_面接, 結果種別：他
開始日時: 2023-07-27 10:00:00, 終了日時: 2023-07-27 00:00:00
形式: 直接、, 住所種別：札幌
対応者数: 3名, 役職: 採用部、札幌支店長、マネージャー

------
筆記試験[約40分]
・計算問題
・漢字の読み書き
・図形の数かぞえ
・右と左の図の中の文字の間違い探し[五つ]
・九九表の四つ版[掛け算、足し算]
面接試験[約50分]
自己紹介
事前にアンケートを取っていた情報の確認
・志望職種、勤務地、自動車免許[取る予定があるか]現在選考を行っている会社について等
・志望動機
・自分の強み、弱み、
・高校時代で特に頑張った、やり知った事[志望動機と関連]
・どんなバイトをしてみたいか[自分の弱みでの深掘り]
・質問はありますか?
","その他","その他","その他","OTHER","2023","M","1",True,"20225019","2023-10-16","2023-10-16"
1133,"PXXXXXXXX","2023-07-27 16:00:00","2023-07-27 17:00:00","日本デジタルデザイン株式会社","日本デジタルデザイン","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225203, イベント種別：試験_適正, 結果種別：継続（合格）
開始日時: 2023-07-27 16:00:00, 終了日時: 2023-07-27 17:00:00
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
出題問題は主に中学レベルの数学や経済的問題、ITに関する難易度は低めな問題が出題された。
","その他","その他","その他","CONTINUE","2023","S","1",True,"20213086","2023-10-16","2023-10-16"
1135,"PXXXXXXXX","2023-08-09 10:00:00","2023-08-09 00:00:00","株式会社テクタス","テクタス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225201, イベント種別：試験_他, 結果種別：不合格
開始日時: 2023-08-09 10:00:00, 終了日時: 2023-08-09 00:00:00
形式: 直接、 単独, 住所種別：札幌
対応者数: 1名, 役職: 人事

------
※適性検査
・簡易的な性格診断
・2回に分けてのSPI試験(一般常識テスト)
※面接
・自己紹介
・休学について
・自己PR
・質疑応答
(10分程度面接が終了したため、あまり質問されませんでした。)
","その他","その他","その他","UNSUCCESS","2023","G","1",True,"20207041","2023-10-16","2023-10-16"
1136,"PXXXXXXXX","2023-07-27 10:00:00","2023-07-27 11:00:30","北海道イシダ","北海道イシダ","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225200, イベント種別：試験_適正, 結果種別：不合格
開始日時: 2023-07-27 10:00:00, 終了日時: 2023-07-27 11:00:30
形式: オンライン, 住所種別：自宅
対応者数: 2名, 役職: 人事

------
資質検査、適性試験
","その他","その他","その他","UNSUCCESS","2023","J","1",True,"20222005","2023-10-16","2023-10-16"
1138,"PXXXXXXXX","2023-07-27 10:00:00","2023-07-27 00:00:00","株式会社東洋ワーク","東洋ワーク","****","OTHER",True,"OTHER","****** 1件目 ******
レポートID: P20225195, イベント種別：試験_面接, 結果種別：内定
開始日時: 2023-07-27 10:00:00, 終了日時: 2023-07-27 00:00:00
形式: 直接グループ, 住所種別：札幌
対応者数: 2名, 役職: 人事マネージャー

------
面接で聞かれた事
志望動機
部活の事
アルバイトの事 
工場の事
","その他","その他","その他","OFFERED","2023","G","1",True,"20215002","2023-10-16","2023-10-16"
1141,"PXXXXXXXX","2023-08-30 10:00:00","2023-08-30 11:00:00","KGG株式会社","kgg","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225308, イベント種別：試験_面接, 結果種別：辞退
開始日時: 2023-08-30 10:00:00, 終了日時: 2023-08-30 11:00:00
形式: オンライン, 住所種別：自宅
対応者数: 1, 役職: 人事

------
会社の説明を受けました。
その後、面接を受けて、基本的な問題を聞かれました。(自己紹介や、學力など)
","その他","その他","その他","DECLINE","2023","J","1",True,"20222023","2023-10-16","2023-10-16"
1142,"PXXXXXXXX","2023-08-29 16:00:00","2023-09-25 18:00:00","INTLOOP株式会社","intloop","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225305, イベント種別：試験_面接, 結果種別：他
開始日時: 2023-08-29 16:00:00, 終了日時: 2023-08-29 17:00:00
形式: オンライン単独, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
カジュアル面接と書いてあったので面接だとおもいましたが説明会でした。
説明会は、以前聞いたことと一緒でした。

****** 2件目 ******
レポートID: P20225413, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-09-25 17:00:30, 終了日時: 2023-09-25 18:00:00
形式: オンライン単独, 住所種別：自宅
対応者数: 2名, 役職: 人事

------
ぬるっと始まりました。最初は雑談から入って、いままでどのように過ごしてきたのかなぜこの道を進もうと思ったか、長所短所を話しました。
面接の雰囲気はとても和やかに進められ、そこまで緊張して行うほどでもありませんでした。
","その他","その他","その他","UNSUCCESS","2023","S","1",True,"20213074","2023-10-16","2023-10-16"
1143,"PXXXXXXXX","2023-08-28 10:00:00","2023-08-28 11:00:15","株式会社DigitalPhoenix","digitalphoenix","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225298, イベント種別：試験_面接, 結果種別：辞退
開始日時: 2023-08-28 10:00:00, 終了日時: 2023-08-28 11:00:15
形式: オンライン, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
最初会社の説明を受けて、面接を受けました。
主に日本語のコミュニケーションを取れるかを確認しました。
","その他","その他","その他","DECLINE","2023","J","1",True,"20222023","2023-10-16","2023-10-16"
1144,"PXXXXXXXX","2023-08-25 16:00:30","2023-09-20 17:00:30","株式会社キャリアデザインセンター","キャリアデザインセンター","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225281, イベント種別：試験_面接, 結果種別：継続（合格）
開始日時: 2023-08-25 16:00:30, 終了日時: 2023-08-25 17:00:30
形式: オンライン単独, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
人事面談です
今回のは、企業と今後の予定など話すだけでした。
これは、選考とは無関係でした

****** 2件目 ******
レポートID: P20225385, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-09-20 17:00:00, 終了日時: 2023-09-20 17:00:30
形式: オンライン単独, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
2次面接でした
質問は自己紹介したらすぐに始まる感じでした。
質問内容はなぜIT系に進んだか、いつ頃にそう決めたかや自分の長所短所を話します。
そんなに気負うこともなくできると思います。
","その他","その他","その他","UNSUCCESS","2023","S","1",True,"20213074","2023-10-16","2023-10-16"
1145,"PXXXXXXXX","2023-08-24 16:00:30","2023-09-14 11:00:30","マンパワーグループ株式会社","マンパワーグループ","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225280, イベント種別：試験_面接, 結果種別：継続（合格）
開始日時: 2023-08-24 16:00:30, 終了日時: 2023-08-24 17:00:30
形式: オンライン単独, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
質問内容
なぜ、エンジニアを目指したか
なぜ、この企業なのか
得意な科目について
趣味について
長所と短所
モノづくりは好きか
履歴書から話を広げていく感じでした

****** 2件目 ******
レポートID: P20225368, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-09-14 10:00:30, 終了日時: 2023-09-14 11:00:30
形式: オンライン単独, 住所種別：自宅
対応者数: 1名, 役職: 人事

------
最終面接でした
最初は自己紹介をしてからなぜITの道に進んだかの話をしました。
そのほかに長所や自己PRもします
最後の質問に、想定問題みたいのものを出されます。
問題は、日本の電柱の数を明日までに調べなさい。ただし、ネットがないという想定で自分がどう対処するか話します。
","その他","その他","その他","UNSUCCESS","2023","S","1",True,"20213074","2023-10-16","2023-10-16"
1147,"PXXXXXXXX","2023-08-09 09:00:45","2023-08-09 00:00:00","株式会社テクタス","テクタス","****","OTHER",False,"OTHER","****** 1件目 ******
レポートID: P20225271, イベント種別：試験_面接, 結果種別：不合格
開始日時: 2023-08-09 09:00:45, 終了日時: 2023-08-09 00:00:00
形式: 直接、 単独, 住所種別：北海道
対応者数: 2名, 役職: 人事、社長

------
筆記試験 
学力試験 30問(30分)
適正検査 SS150問(15分) SB100問(10分)
面接
面接で聞かれたこと
・試験は難しかったか
・ゲームクリエイタ科のゲーム系企業を受ける人の割合
・これまで何社受けたか、合否はどうだったか、どこの(都道府県の)企業か
・家から学校までの通学時間
・札幌に就職してら通うのか、引っ越すのか
・兄弟はいるか
・病院に通っていたり薬を飲んでいたりするか
・なぜゲーム系ではなくシステム系を選んだのか
・長くやっているスポーツ経験などはあるか
・アルバイト経験はあるか
・高校の時からシステム系を目指していたのか
","その他","その他","その他","UNSUCCESS","2023","G","1",True,"20217008","2023-10-16","2023-10-16"
